tf,target,truth
DEAF1,ADAMTS6,1
E2F1,ADAMTS6,1
EMX1,ADAMTS6,1
FOS,ADAMTS6,1
JUN,ADAMTS6,1
KAT7,ADAMTS6,1
KLF10,ADAMTS6,1
KLF11,ADAMTS6,1
KLF3,ADAMTS6,1
MEF2C,ADAMTS6,1
MEIS2,ADAMTS6,1
NEUROD2,ADAMTS6,1
NEUROD6,ADAMTS6,0
NFIA,ADAMTS6,1
NFIB,ADAMTS6,1
NR2E1,ADAMTS6,1
NR4A2,ADAMTS6,1
PHF21A,ADAMTS6,0
POU2F1,ADAMTS6,1
POU3F1,ADAMTS6,0
POU3F2,ADAMTS6,1
RFX2,ADAMTS6,1
SATB2,ADAMTS6,1
SOX2,ADAMTS6,1
SOX5,ADAMTS6,1
SOX6,ADAMTS6,1
SOX9,ADAMTS6,1
TBR1,ADAMTS6,1
TCF12,ADAMTS6,0
TCF3,ADAMTS6,1
TCF7L1,ADAMTS6,1
TFAP2C,ADAMTS6,1
VEZF1,ADAMTS6,1
ZBTB18,ADAMTS6,1
ZBTB20,ADAMTS6,1
ZNF148,ADAMTS6,1
ZNF219,ADAMTS6,1
ZNF281,ADAMTS6,1
ZNF441,ADAMTS6,1
ARX,ADCY2,1
ASCL1,ADCY2,1
ATF7,ADCY2,1
BHLHE22,ADCY2,1
CTCF,ADCY2,0
DEAF1,ADCY2,1
E2F1,ADCY2,1
EMX1,ADCY2,1
FOS,ADCY2,1
JUN,ADCY2,1
KAT7,ADCY2,0
KLF10,ADCY2,1
KLF11,ADCY2,1
KLF3,ADCY2,1
MEF2C,ADCY2,1
MEIS2,ADCY2,0
NEUROD2,ADCY2,0
NEUROD6,ADCY2,1
NFIA,ADCY2,1
NFIB,ADCY2,1
NR2E1,ADCY2,1
NR4A2,ADCY2,1
PHF21A,ADCY2,1
POU2F1,ADCY2,1
POU3F1,ADCY2,0
POU3F2,ADCY2,1
RFX2,ADCY2,1
SATB2,ADCY2,0
SOX2,ADCY2,1
SOX5,ADCY2,1
SOX6,ADCY2,1
SOX9,ADCY2,0
TBR1,ADCY2,1
TCF12,ADCY2,0
TCF3,ADCY2,0
TCF7L1,ADCY2,1
TFAP2C,ADCY2,1
VEZF1,ADCY2,1
ZBTB18,ADCY2,1
ZBTB20,ADCY2,1
ZNF148,ADCY2,1
ZNF219,ADCY2,1
ZNF281,ADCY2,0
ZNF441,ADCY2,1
ARX,ADCYAP1,0
ASCL1,ADCYAP1,0
ATF7,ADCYAP1,0
BHLHE22,ADCYAP1,0
CTCF,ADCYAP1,0
DEAF1,ADCYAP1,1
E2F1,ADCYAP1,0
EMX1,ADCYAP1,0
FOS,ADCYAP1,0
JUN,ADCYAP1,0
KAT7,ADCYAP1,0
KLF10,ADCYAP1,0
KLF11,ADCYAP1,0
KLF3,ADCYAP1,0
MEF2C,ADCYAP1,0
MEIS2,ADCYAP1,0
NEUROD2,ADCYAP1,1
NEUROD6,ADCYAP1,0
NFIA,ADCYAP1,0
NFIB,ADCYAP1,0
NR2E1,ADCYAP1,0
NR4A2,ADCYAP1,0
PHF21A,ADCYAP1,0
POU2F1,ADCYAP1,0
POU3F1,ADCYAP1,0
POU3F2,ADCYAP1,0
RFX2,ADCYAP1,0
SATB2,ADCYAP1,0
SOX2,ADCYAP1,0
SOX5,ADCYAP1,0
SOX6,ADCYAP1,0
SOX9,ADCYAP1,0
TBR1,ADCYAP1,0
TCF12,ADCYAP1,0
TCF3,ADCYAP1,0
TCF7L1,ADCYAP1,0
TFAP2C,ADCYAP1,0
VEZF1,ADCYAP1,0
ZBTB18,ADCYAP1,0
ZBTB20,ADCYAP1,0
ZNF148,ADCYAP1,0
ZNF219,ADCYAP1,0
ZNF281,ADCYAP1,0
ZNF441,ADCYAP1,0
ARX,ADD3,0
ASCL1,ADD3,0
ATF7,ADD3,0
BHLHE22,ADD3,1
CTCF,ADD3,1
DEAF1,ADD3,0
E2F1,ADD3,1
EMX1,ADD3,1
FOS,ADD3,0
JUN,ADD3,0
KAT7,ADD3,0
KLF10,ADD3,1
KLF11,ADD3,1
KLF3,ADD3,1
MEF2C,ADD3,1
MEIS2,ADD3,0
NEUROD2,ADD3,0
NEUROD6,ADD3,1
NFIA,ADD3,0
NFIB,ADD3,1
NR2E1,ADD3,1
NR4A2,ADD3,1
PHF21A,ADD3,0
POU2F1,ADD3,1
POU3F1,ADD3,0
POU3F2,ADD3,1
RFX2,ADD3,0
SATB2,ADD3,0
SOX2,ADD3,0
SOX5,ADD3,0
SOX6,ADD3,0
SOX9,ADD3,1
TBR1,ADD3,1
TCF12,ADD3,0
TCF3,ADD3,0
TCF7L1,ADD3,1
TFAP2C,ADD3,1
VEZF1,ADD3,1
ZBTB18,ADD3,1
ZBTB20,ADD3,1
ZNF148,ADD3,1
ZNF219,ADD3,1
ZNF281,ADD3,0
ZNF441,ADD3,0
ARX,ADGRG6,1
ASCL1,ADGRG6,1
ATF7,ADGRG6,1
BHLHE22,ADGRG6,1
CTCF,ADGRG6,1
DEAF1,ADGRG6,0
E2F1,ADGRG6,1
EMX1,ADGRG6,1
FOS,ADGRG6,0
JUN,ADGRG6,0
KAT7,ADGRG6,1
KLF10,ADGRG6,1
KLF11,ADGRG6,0
KLF3,ADGRG6,1
MEF2C,ADGRG6,1
MEIS2,ADGRG6,1
NEUROD2,ADGRG6,0
NEUROD6,ADGRG6,0
NFIA,ADGRG6,0
NFIB,ADGRG6,1
NR2E1,ADGRG6,1
NR4A2,ADGRG6,1
PHF21A,ADGRG6,0
POU2F1,ADGRG6,1
POU3F1,ADGRG6,0
POU3F2,ADGRG6,1
RFX2,ADGRG6,1
SATB2,ADGRG6,0
SOX2,ADGRG6,1
SOX5,ADGRG6,1
SOX6,ADGRG6,1
SOX9,ADGRG6,0
TBR1,ADGRG6,1
TCF12,ADGRG6,0
TCF3,ADGRG6,1
TCF7L1,ADGRG6,1
TFAP2C,ADGRG6,1
VEZF1,ADGRG6,1
ZBTB18,ADGRG6,1
ZBTB20,ADGRG6,1
ZNF148,ADGRG6,0
ZNF219,ADGRG6,1
ZNF281,ADGRG6,1
ZNF441,ADGRG6,1
ARX,ADGRL3,0
ASCL1,ADGRL3,0
ATF7,ADGRL3,0
BHLHE22,ADGRL3,0
CTCF,ADGRL3,0
DEAF1,ADGRL3,0
E2F1,ADGRL3,1
EMX1,ADGRL3,0
FOS,ADGRL3,0
JUN,ADGRL3,0
KAT7,ADGRL3,0
KLF10,ADGRL3,1
KLF11,ADGRL3,1
KLF3,ADGRL3,1
MEF2C,ADGRL3,1
MEIS2,ADGRL3,0
NEUROD2,ADGRL3,1
NEUROD6,ADGRL3,1
NFIA,ADGRL3,0
NFIB,ADGRL3,0
NR2E1,ADGRL3,1
NR4A2,ADGRL3,0
PHF21A,ADGRL3,0
POU2F1,ADGRL3,0
POU3F1,ADGRL3,1
POU3F2,ADGRL3,0
RFX2,ADGRL3,1
SATB2,ADGRL3,0
SOX2,ADGRL3,0
SOX5,ADGRL3,0
SOX6,ADGRL3,0
SOX9,ADGRL3,1
TBR1,ADGRL3,1
TCF12,ADGRL3,0
TCF3,ADGRL3,0
TCF7L1,ADGRL3,0
TFAP2C,ADGRL3,0
VEZF1,ADGRL3,1
ZBTB18,ADGRL3,0
ZBTB20,ADGRL3,0
ZNF148,ADGRL3,0
ZNF219,ADGRL3,1
ZNF281,ADGRL3,0
ZNF441,ADGRL3,0
ARX,ADGRV1,1
ASCL1,ADGRV1,0
ATF7,ADGRV1,1
BHLHE22,ADGRV1,1
CTCF,ADGRV1,1
DEAF1,ADGRV1,1
E2F1,ADGRV1,0
EMX1,ADGRV1,1
FOS,ADGRV1,0
JUN,ADGRV1,0
KAT7,ADGRV1,0
KLF10,ADGRV1,1
KLF11,ADGRV1,0
KLF3,ADGRV1,0
MEF2C,ADGRV1,0
MEIS2,ADGRV1,0
NEUROD2,ADGRV1,0
NEUROD6,ADGRV1,1
NFIA,ADGRV1,0
NFIB,ADGRV1,1
NR2E1,ADGRV1,1
NR4A2,ADGRV1,1
PHF21A,ADGRV1,0
POU2F1,ADGRV1,1
POU3F1,ADGRV1,0
POU3F2,ADGRV1,1
RFX2,ADGRV1,1
SATB2,ADGRV1,1
SOX2,ADGRV1,0
SOX5,ADGRV1,0
SOX6,ADGRV1,0
SOX9,ADGRV1,0
TBR1,ADGRV1,1
TCF12,ADGRV1,0
TCF3,ADGRV1,0
TCF7L1,ADGRV1,0
TFAP2C,ADGRV1,0
VEZF1,ADGRV1,1
ZBTB18,ADGRV1,1
ZBTB20,ADGRV1,0
ZNF148,ADGRV1,1
ZNF219,ADGRV1,1
ZNF281,ADGRV1,0
ZNF441,ADGRV1,0
ARX,ADI1,1
ASCL1,ADI1,1
ATF7,ADI1,1
BHLHE22,ADI1,1
CTCF,ADI1,0
DEAF1,ADI1,1
E2F1,ADI1,0
EMX1,ADI1,1
FOS,ADI1,1
JUN,ADI1,1
KAT7,ADI1,0
KLF10,ADI1,0
KLF11,ADI1,1
KLF3,ADI1,1
MEF2C,ADI1,1
MEIS2,ADI1,1
NEUROD2,ADI1,1
NEUROD6,ADI1,1
NFIA,ADI1,0
NFIB,ADI1,0
NR2E1,ADI1,0
NR4A2,ADI1,1
PHF21A,ADI1,1
POU2F1,ADI1,0
POU3F1,ADI1,0
POU3F2,ADI1,1
RFX2,ADI1,1
SATB2,ADI1,1
SOX2,ADI1,0
SOX5,ADI1,1
SOX6,ADI1,0
SOX9,ADI1,1
TBR1,ADI1,1
TCF12,ADI1,0
TCF3,ADI1,0
TCF7L1,ADI1,1
TFAP2C,ADI1,1
VEZF1,ADI1,1
ZBTB18,ADI1,0
ZBTB20,ADI1,1
ZNF148,ADI1,0
ZNF219,ADI1,0
ZNF281,ADI1,1
ZNF441,ADI1,0
ARX,ADM,1
ASCL1,ADM,0
ATF7,ADM,1
BHLHE22,ADM,1
CTCF,ADM,0
DEAF1,ADM,1
E2F1,ADM,1
EMX1,ADM,1
FOS,ADM,0
JUN,ADM,1
KAT7,ADM,0
KLF10,ADM,1
KLF11,ADM,1
KLF3,ADM,1
MEF2C,ADM,0
MEIS2,ADM,0
NEUROD2,ADM,0
NEUROD6,ADM,0
NFIA,ADM,1
NFIB,ADM,1
NR2E1,ADM,0
NR4A2,ADM,0
PHF21A,ADM,0
POU2F1,ADM,1
POU3F1,ADM,1
POU3F2,ADM,1
RFX2,ADM,1
SATB2,ADM,0
SOX2,ADM,1
SOX5,ADM,1
SOX6,ADM,1
SOX9,ADM,1
TBR1,ADM,1
TCF12,ADM,0
TCF3,ADM,0
TCF7L1,ADM,0
TFAP2C,ADM,1
VEZF1,ADM,0
ZBTB18,ADM,1
ZBTB20,ADM,1
ZNF148,ADM,0
ZNF219,ADM,1
ZNF281,ADM,1
ZNF441,ADM,1
ARX,ADNP2,1
ASCL1,ADNP2,0
ATF7,ADNP2,1
BHLHE22,ADNP2,0
CTCF,ADNP2,0
DEAF1,ADNP2,0
E2F1,ADNP2,0
EMX1,ADNP2,1
FOS,ADNP2,1
JUN,ADNP2,1
KAT7,ADNP2,1
KLF10,ADNP2,1
KLF11,ADNP2,0
KLF3,ADNP2,1
MEF2C,ADNP2,1
MEIS2,ADNP2,1
NEUROD2,ADNP2,0
NEUROD6,ADNP2,1
NFIA,ADNP2,1
NFIB,ADNP2,0
NR2E1,ADNP2,1
NR4A2,ADNP2,1
PHF21A,ADNP2,1
POU2F1,ADNP2,0
POU3F1,ADNP2,0
POU3F2,ADNP2,1
RFX2,ADNP2,1
SATB2,ADNP2,1
SOX2,ADNP2,1
SOX5,ADNP2,1
SOX6,ADNP2,1
SOX9,ADNP2,1
TBR1,ADNP2,1
TCF12,ADNP2,0
TCF3,ADNP2,1
TCF7L1,ADNP2,1
TFAP2C,ADNP2,0
VEZF1,ADNP2,1
ZBTB18,ADNP2,1
ZBTB20,ADNP2,0
ZNF148,ADNP2,0
ZNF219,ADNP2,1
ZNF281,ADNP2,0
ZNF441,ADNP2,0
ARX,ADRA2A,1
ASCL1,ADRA2A,0
ATF7,ADRA2A,0
BHLHE22,ADRA2A,1
CTCF,ADRA2A,0
DEAF1,ADRA2A,1
E2F1,ADRA2A,0
EMX1,ADRA2A,0
FOS,ADRA2A,0
JUN,ADRA2A,0
KAT7,ADRA2A,0
KLF10,ADRA2A,1
KLF11,ADRA2A,0
KLF3,ADRA2A,0
MEF2C,ADRA2A,0
MEIS2,ADRA2A,0
NEUROD2,ADRA2A,0
NEUROD6,ADRA2A,0
NFIA,ADRA2A,1
NFIB,ADRA2A,0
NR2E1,ADRA2A,0
NR4A2,ADRA2A,0
PHF21A,ADRA2A,0
POU2F1,ADRA2A,1
POU3F1,ADRA2A,0
POU3F2,ADRA2A,0
RFX2,ADRA2A,1
SATB2,ADRA2A,0
SOX2,ADRA2A,0
SOX5,ADRA2A,0
SOX6,ADRA2A,0
SOX9,ADRA2A,1
TBR1,ADRA2A,0
TCF12,ADRA2A,0
TCF3,ADRA2A,0
TCF7L1,ADRA2A,0
TFAP2C,ADRA2A,0
VEZF1,ADRA2A,0
ZBTB18,ADRA2A,1
ZBTB20,ADRA2A,0
ZNF148,ADRA2A,1
ZNF219,ADRA2A,0
ZNF281,ADRA2A,0
ZNF441,ADRA2A,1
ARX,ADRA2C,0
ASCL1,ADRA2C,0
ATF7,ADRA2C,0
BHLHE22,ADRA2C,0
CTCF,ADRA2C,0
DEAF1,ADRA2C,0
E2F1,ADRA2C,0
EMX1,ADRA2C,0
FOS,ADRA2C,0
JUN,ADRA2C,0
KAT7,ADRA2C,0
KLF10,ADRA2C,0
KLF11,ADRA2C,0
KLF3,ADRA2C,0
MEF2C,ADRA2C,0
MEIS2,ADRA2C,0
NEUROD2,ADRA2C,0
NEUROD6,ADRA2C,0
NFIA,ADRA2C,0
NFIB,ADRA2C,0
NR2E1,ADRA2C,0
NR4A2,ADRA2C,0
PHF21A,ADRA2C,0
POU2F1,ADRA2C,0
POU3F1,ADRA2C,0
POU3F2,ADRA2C,0
RFX2,ADRA2C,0
SATB2,ADRA2C,0
SOX2,ADRA2C,0
SOX5,ADRA2C,0
SOX6,ADRA2C,0
SOX9,ADRA2C,0
TBR1,ADRA2C,0
TCF12,ADRA2C,0
TCF3,ADRA2C,0
TCF7L1,ADRA2C,0
TFAP2C,ADRA2C,0
VEZF1,ADRA2C,0
ZBTB18,ADRA2C,0
ZBTB20,ADRA2C,0
ZNF148,ADRA2C,0
ZNF219,ADRA2C,0
ZNF281,ADRA2C,0
ZNF441,ADRA2C,0
ARX,AEBP2,1
ASCL1,AEBP2,0
ATF7,AEBP2,1
BHLHE22,AEBP2,1
CTCF,AEBP2,0
DEAF1,AEBP2,0
E2F1,AEBP2,0
EMX1,AEBP2,1
FOS,AEBP2,1
JUN,AEBP2,1
KAT7,AEBP2,0
KLF10,AEBP2,1
KLF11,AEBP2,1
KLF3,AEBP2,1
MEF2C,AEBP2,1
MEIS2,AEBP2,1
NEUROD2,AEBP2,1
NEUROD6,AEBP2,0
NFIA,AEBP2,1
NFIB,AEBP2,1
NR2E1,AEBP2,1
NR4A2,AEBP2,1
PHF21A,AEBP2,0
POU2F1,AEBP2,1
POU3F1,AEBP2,0
POU3F2,AEBP2,1
RFX2,AEBP2,1
SATB2,AEBP2,1
SOX2,AEBP2,1
SOX5,AEBP2,1
SOX6,AEBP2,0
SOX9,AEBP2,1
TBR1,AEBP2,1
TCF12,AEBP2,0
TCF3,AEBP2,0
TCF7L1,AEBP2,1
TFAP2C,AEBP2,1
VEZF1,AEBP2,1
ZBTB18,AEBP2,1
ZBTB20,AEBP2,0
ZNF148,AEBP2,1
ZNF219,AEBP2,1
ZNF281,AEBP2,1
ZNF441,AEBP2,1
ARX,AEN,1
ASCL1,AEN,0
ATF7,AEN,0
BHLHE22,AEN,0
CTCF,AEN,1
DEAF1,AEN,0
E2F1,AEN,0
EMX1,AEN,0
FOS,AEN,0
JUN,AEN,0
KAT7,AEN,1
KLF10,AEN,0
KLF11,AEN,0
KLF3,AEN,1
MEF2C,AEN,1
MEIS2,AEN,0
NEUROD2,AEN,0
NEUROD6,AEN,0
NFIA,AEN,1
NFIB,AEN,0
NR2E1,AEN,0
NR4A2,AEN,0
PHF21A,AEN,0
POU2F1,AEN,0
POU3F1,AEN,0
POU3F2,AEN,0
RFX2,AEN,1
SATB2,AEN,1
SOX2,AEN,0
SOX5,AEN,0
SOX6,AEN,0
SOX9,AEN,0
TBR1,AEN,0
TCF12,AEN,1
TCF3,AEN,1
TCF7L1,AEN,0
TFAP2C,AEN,0
VEZF1,AEN,0
ZBTB18,AEN,1
ZBTB20,AEN,0
ZNF148,AEN,0
ZNF219,AEN,0
ZNF281,AEN,0
ZNF441,AEN,0
ARX,AFAP1L2,0
ASCL1,AFAP1L2,0
ATF7,AFAP1L2,0
BHLHE22,AFAP1L2,0
CTCF,AFAP1L2,0
DEAF1,AFAP1L2,0
E2F1,AFAP1L2,0
EMX1,AFAP1L2,0
FOS,AFAP1L2,0
JUN,AFAP1L2,0
KAT7,AFAP1L2,0
KLF10,AFAP1L2,0
KLF11,AFAP1L2,0
KLF3,AFAP1L2,0
MEF2C,AFAP1L2,0
MEIS2,AFAP1L2,0
NEUROD2,AFAP1L2,0
NEUROD6,AFAP1L2,0
NFIA,AFAP1L2,0
NFIB,AFAP1L2,0
NR2E1,AFAP1L2,0
NR4A2,AFAP1L2,0
PHF21A,AFAP1L2,0
POU2F1,AFAP1L2,0
POU3F1,AFAP1L2,0
POU3F2,AFAP1L2,0
RFX2,AFAP1L2,0
SATB2,AFAP1L2,0
SOX2,AFAP1L2,0
SOX5,AFAP1L2,0
SOX6,AFAP1L2,0
SOX9,AFAP1L2,0
TBR1,AFAP1L2,0
TCF12,AFAP1L2,0
TCF3,AFAP1L2,0
TCF7L1,AFAP1L2,0
TFAP2C,AFAP1L2,0
VEZF1,AFAP1L2,0
ZBTB18,AFAP1L2,0
ZBTB20,AFAP1L2,0
ZNF148,AFAP1L2,0
ZNF219,AFAP1L2,0
ZNF281,AFAP1L2,0
ZNF441,AFAP1L2,0
ARX,AFF1,1
ASCL1,AFF1,0
ATF7,AFF1,0
BHLHE22,AFF1,0
CTCF,AFF1,1
DEAF1,AFF1,0
E2F1,AFF1,1
EMX1,AFF1,1
FOS,AFF1,0
JUN,AFF1,1
KAT7,AFF1,1
KLF10,AFF1,1
KLF11,AFF1,1
KLF3,AFF1,1
MEF2C,AFF1,1
MEIS2,AFF1,1
NEUROD2,AFF1,1
NEUROD6,AFF1,1
NFIA,AFF1,1
NFIB,AFF1,1
NR2E1,AFF1,1
NR4A2,AFF1,0
PHF21A,AFF1,0
POU2F1,AFF1,1
POU3F1,AFF1,0
POU3F2,AFF1,1
RFX2,AFF1,1
SATB2,AFF1,1
SOX2,AFF1,1
SOX5,AFF1,1
SOX6,AFF1,0
SOX9,AFF1,0
TBR1,AFF1,1
TCF12,AFF1,0
TCF3,AFF1,1
TCF7L1,AFF1,1
TFAP2C,AFF1,1
VEZF1,AFF1,1
ZBTB18,AFF1,1
ZBTB20,AFF1,1
ZNF148,AFF1,1
ZNF219,AFF1,0
ZNF281,AFF1,0
ZNF441,AFF1,1
ARX,AFF2,1
ASCL1,AFF2,0
ATF7,AFF2,0
BHLHE22,AFF2,0
CTCF,AFF2,0
DEAF1,AFF2,0
E2F1,AFF2,0
EMX1,AFF2,0
FOS,AFF2,0
JUN,AFF2,0
KAT7,AFF2,0
KLF10,AFF2,1
KLF11,AFF2,0
KLF3,AFF2,0
MEF2C,AFF2,0
MEIS2,AFF2,0
NEUROD2,AFF2,0
NEUROD6,AFF2,0
NFIA,AFF2,0
NFIB,AFF2,0
NR2E1,AFF2,1
NR4A2,AFF2,0
PHF21A,AFF2,0
POU2F1,AFF2,0
POU3F1,AFF2,0
POU3F2,AFF2,0
RFX2,AFF2,0
SATB2,AFF2,0
SOX2,AFF2,0
SOX5,AFF2,0
SOX6,AFF2,0
SOX9,AFF2,0
TBR1,AFF2,0
TCF12,AFF2,0
TCF3,AFF2,0
TCF7L1,AFF2,0
TFAP2C,AFF2,0
VEZF1,AFF2,1
ZBTB18,AFF2,0
ZBTB20,AFF2,0
ZNF148,AFF2,1
ZNF219,AFF2,0
ZNF281,AFF2,0
ZNF441,AFF2,0
ARX,AFF3,1
ASCL1,AFF3,0
ATF7,AFF3,0
BHLHE22,AFF3,0
CTCF,AFF3,0
DEAF1,AFF3,0
E2F1,AFF3,0
EMX1,AFF3,0
FOS,AFF3,0
JUN,AFF3,0
KAT7,AFF3,0
KLF10,AFF3,0
KLF11,AFF3,0
KLF3,AFF3,0
MEF2C,AFF3,0
MEIS2,AFF3,0
NEUROD2,AFF3,1
NEUROD6,AFF3,0
NFIA,AFF3,0
NFIB,AFF3,0
NR2E1,AFF3,0
NR4A2,AFF3,0
PHF21A,AFF3,0
POU2F1,AFF3,0
POU3F1,AFF3,0
POU3F2,AFF3,0
RFX2,AFF3,0
SATB2,AFF3,0
SOX2,AFF3,1
SOX5,AFF3,0
SOX6,AFF3,0
SOX9,AFF3,0
TBR1,AFF3,0
TCF12,AFF3,0
TCF3,AFF3,0
TCF7L1,AFF3,0
TFAP2C,AFF3,0
VEZF1,AFF3,1
ZBTB18,AFF3,0
ZBTB20,AFF3,0
ZNF148,AFF3,0
ZNF219,AFF3,0
ZNF281,AFF3,0
ZNF441,AFF3,0
ARX,AFP,0
ASCL1,AFP,0
ATF7,AFP,0
BHLHE22,AFP,0
CTCF,AFP,0
DEAF1,AFP,0
E2F1,AFP,0
EMX1,AFP,0
FOS,AFP,0
JUN,AFP,0
KAT7,AFP,0
KLF10,AFP,0
KLF11,AFP,0
KLF3,AFP,0
MEF2C,AFP,0
MEIS2,AFP,0
NEUROD2,AFP,0
NEUROD6,AFP,0
NFIA,AFP,0
NFIB,AFP,0
NR2E1,AFP,0
NR4A2,AFP,0
PHF21A,AFP,0
POU2F1,AFP,0
POU3F1,AFP,0
POU3F2,AFP,0
RFX2,AFP,0
SATB2,AFP,0
SOX2,AFP,0
SOX5,AFP,0
SOX6,AFP,0
SOX9,AFP,0
TBR1,AFP,0
TCF12,AFP,0
TCF3,AFP,0
TCF7L1,AFP,0
TFAP2C,AFP,0
VEZF1,AFP,0
ZBTB18,AFP,0
ZBTB20,AFP,0
ZNF148,AFP,0
ZNF219,AFP,0
ZNF281,AFP,0
ZNF441,AFP,0
ARX,AHNAK,1
ASCL1,AHNAK,0
ATF7,AHNAK,1
BHLHE22,AHNAK,1
CTCF,AHNAK,0
DEAF1,AHNAK,1
E2F1,AHNAK,1
EMX1,AHNAK,1
FOS,AHNAK,1
JUN,AHNAK,1
KAT7,AHNAK,0
KLF10,AHNAK,1
KLF11,AHNAK,1
KLF3,AHNAK,1
MEF2C,AHNAK,1
MEIS2,AHNAK,1
NEUROD2,AHNAK,0
NEUROD6,AHNAK,1
NFIA,AHNAK,1
NFIB,AHNAK,1
NR2E1,AHNAK,1
NR4A2,AHNAK,1
PHF21A,AHNAK,1
POU2F1,AHNAK,1
POU3F1,AHNAK,0
POU3F2,AHNAK,1
RFX2,AHNAK,1
SATB2,AHNAK,1
SOX2,AHNAK,1
SOX5,AHNAK,1
SOX6,AHNAK,1
SOX9,AHNAK,0
TBR1,AHNAK,1
TCF12,AHNAK,0
TCF3,AHNAK,0
TCF7L1,AHNAK,1
TFAP2C,AHNAK,1
VEZF1,AHNAK,1
ZBTB18,AHNAK,1
ZBTB20,AHNAK,1
ZNF148,AHNAK,0
ZNF219,AHNAK,1
ZNF281,AHNAK,1
ZNF441,AHNAK,1
ARX,AHNAK2,0
ASCL1,AHNAK2,0
ATF7,AHNAK2,0
BHLHE22,AHNAK2,0
CTCF,AHNAK2,0
DEAF1,AHNAK2,0
E2F1,AHNAK2,0
EMX1,AHNAK2,0
FOS,AHNAK2,0
JUN,AHNAK2,0
KAT7,AHNAK2,0
KLF10,AHNAK2,0
KLF11,AHNAK2,0
KLF3,AHNAK2,0
MEF2C,AHNAK2,0
MEIS2,AHNAK2,0
NEUROD2,AHNAK2,0
NEUROD6,AHNAK2,0
NFIA,AHNAK2,0
NFIB,AHNAK2,0
NR2E1,AHNAK2,0
NR4A2,AHNAK2,0
PHF21A,AHNAK2,0
POU2F1,AHNAK2,0
POU3F1,AHNAK2,0
POU3F2,AHNAK2,0
RFX2,AHNAK2,0
SATB2,AHNAK2,0
SOX2,AHNAK2,0
SOX5,AHNAK2,0
SOX6,AHNAK2,0
SOX9,AHNAK2,0
TBR1,AHNAK2,0
TCF12,AHNAK2,0
TCF3,AHNAK2,0
TCF7L1,AHNAK2,0
TFAP2C,AHNAK2,0
VEZF1,AHNAK2,0
ZBTB18,AHNAK2,0
ZBTB20,AHNAK2,0
ZNF148,AHNAK2,0
ZNF219,AHNAK2,0
ZNF281,AHNAK2,0
ZNF441,AHNAK2,0
ARX,AHR,1
ASCL1,AHR,0
ATF7,AHR,0
BHLHE22,AHR,0
CTCF,AHR,0
DEAF1,AHR,0
E2F1,AHR,0
EMX1,AHR,0
FOS,AHR,0
JUN,AHR,0
KAT7,AHR,0
KLF10,AHR,1
KLF11,AHR,0
KLF3,AHR,1
MEF2C,AHR,0
MEIS2,AHR,0
NEUROD2,AHR,1
NEUROD6,AHR,0
NFIA,AHR,0
NFIB,AHR,0
NR2E1,AHR,1
NR4A2,AHR,1
PHF21A,AHR,0
POU2F1,AHR,0
POU3F1,AHR,0
POU3F2,AHR,1
RFX2,AHR,0
SATB2,AHR,0
SOX2,AHR,0
SOX5,AHR,1
SOX6,AHR,0
SOX9,AHR,0
TBR1,AHR,0
TCF12,AHR,0
TCF3,AHR,0
TCF7L1,AHR,0
TFAP2C,AHR,0
VEZF1,AHR,0
ZBTB18,AHR,0
ZBTB20,AHR,0
ZNF148,AHR,0
ZNF219,AHR,0
ZNF281,AHR,0
ZNF441,AHR,0
ARX,AHRR,1
ASCL1,AHRR,0
ATF7,AHRR,1
BHLHE22,AHRR,1
CTCF,AHRR,1
DEAF1,AHRR,0
E2F1,AHRR,1
EMX1,AHRR,1
FOS,AHRR,1
JUN,AHRR,1
KAT7,AHRR,1
KLF10,AHRR,1
KLF11,AHRR,1
KLF3,AHRR,1
MEF2C,AHRR,1
MEIS2,AHRR,0
NEUROD2,AHRR,1
NEUROD6,AHRR,0
NFIA,AHRR,1
NFIB,AHRR,1
NR2E1,AHRR,1
NR4A2,AHRR,1
PHF21A,AHRR,0
POU2F1,AHRR,1
POU3F1,AHRR,0
POU3F2,AHRR,1
RFX2,AHRR,1
SATB2,AHRR,0
SOX2,AHRR,1
SOX5,AHRR,1
SOX6,AHRR,1
SOX9,AHRR,0
TBR1,AHRR,1
TCF12,AHRR,0
TCF3,AHRR,1
TCF7L1,AHRR,1
TFAP2C,AHRR,1
VEZF1,AHRR,1
ZBTB18,AHRR,1
ZBTB20,AHRR,1
ZNF148,AHRR,0
ZNF219,AHRR,1
ZNF281,AHRR,0
ZNF441,AHRR,0
ARX,AIF1,0
ASCL1,AIF1,0
ATF7,AIF1,0
BHLHE22,AIF1,0
CTCF,AIF1,0
DEAF1,AIF1,0
E2F1,AIF1,0
EMX1,AIF1,0
FOS,AIF1,0
JUN,AIF1,0
KAT7,AIF1,0
KLF10,AIF1,0
KLF11,AIF1,0
KLF3,AIF1,0
MEF2C,AIF1,0
MEIS2,AIF1,0
NEUROD2,AIF1,0
NEUROD6,AIF1,0
NFIA,AIF1,0
NFIB,AIF1,0
NR2E1,AIF1,0
NR4A2,AIF1,0
PHF21A,AIF1,0
POU2F1,AIF1,0
POU3F1,AIF1,0
POU3F2,AIF1,0
RFX2,AIF1,0
SATB2,AIF1,0
SOX2,AIF1,0
SOX5,AIF1,0
SOX6,AIF1,0
SOX9,AIF1,0
