tf,target
KLF10,AP1S2
KLF11,AP1S2
KLF3,AP1S2
MEF2C,AP1S2
MEIS2,AP1S2
NEUROD6,AP1S2
NFIA,AP1S2
NFIB,AP1S2
NR2E1,AP1S2
NR4A2,AP1S2
POU2F1,AP1S2
POU3F2,AP1S2
RFX2,AP1S2
SOX5,AP1S2
SOX9,AP1S2
TBR1,AP1S2
TCF7L1,AP1S2
TFAP2C,AP1S2
VEZF1,AP1S2
ZBTB18,AP1S2
ZBTB20,AP1S2
ZNF148,AP1S2
ZNF219,AP1S2
ZNF441,AP1S2
ARX,APCDD1
ASCL1,APCDD1
ATF7,APCDD1
BHLHE22,APCDD1
CTCF,APCDD1
DEAF1,APCDD1
EMX1,APCDD1
JUN,APCDD1
KLF10,APCDD1
KLF11,APCDD1
KLF3,APCDD1
MEF2C,APCDD1
NEUROD2,APCDD1
NEUROD6,APCDD1
NFIA,APCDD1
NFIB,APCDD1
NR2E1,APCDD1
NR4A2,APCDD1
PHF21A,APCDD1
POU2F1,APCDD1
POU3F2,APCDD1
RFX2,APCDD1
SATB2,APCDD1
SOX5,APCDD1
SOX6,APCDD1
SOX9,APCDD1
TBR1,APCDD1
TCF7L1,APCDD1
TFAP2C,APCDD1
VEZF1,APCDD1
ZBTB18,APCDD1
ZBTB20,APCDD1
ZNF148,APCDD1
ZNF219,APCDD1
ZNF441,APCDD1
TCF12,APOC1
KLF11,APOD
TCF12,APOE
ARX,APOLD1
NR2E1,APOLD1
SOX2,APOLD1
SOX9,APOLD1
TBR1,APOLD1
TCF7L1,APOLD1
VEZF1,APOLD1
ZBTB20,APOLD1
MEF2C,APP
NEUROD2,APP
TFAP2C,APP
VEZF1,APP
ARX,APRT
ASCL1,APRT
ATF7,APRT
BHLHE22,APRT
CTCF,APRT
E2F1,APRT
EMX1,APRT
FOS,APRT
JUN,APRT
KAT7,APRT
KLF10,APRT
KLF11,APRT
KLF3,APRT
MEF2C,APRT
MEIS2,APRT
NFIA,APRT
NFIB,APRT
NR2E1,APRT
NR4A2,APRT
POU2F1,APRT
POU3F1,APRT
POU3F2,APRT
RFX2,APRT
SATB2,APRT
SOX2,APRT
SOX5,APRT
SOX9,APRT
TBR1,APRT
TCF3,APRT
TCF7L1,APRT
TFAP2C,APRT
VEZF1,APRT
ZBTB18,APRT
ZBTB20,APRT
ZNF148,APRT
ZNF219,APRT
ZNF441,APRT
ARX,AR
ATF7,AR
BHLHE22,AR
CTCF,AR
E2F1,AR
EMX1,AR
KLF10,AR
MEF2C,AR
MEIS2,AR
NEUROD2,AR
NEUROD6,AR
NR2E1,AR
NR4A2,AR
POU2F1,AR
POU3F1,AR
POU3F2,AR
RFX2,AR
SOX2,AR
SOX5,AR
SOX9,AR
TBR1,AR
TCF7L1,AR
TFAP2C,AR
VEZF1,AR
ZBTB18,AR
ZBTB20,AR
ZNF148,AR
ZNF219,AR
ZNF281,AR
ZNF441,AR
ARX,ARC
ASCL1,ARC
ATF7,ARC
BHLHE22,ARC
CTCF,ARC
DEAF1,ARC
E2F1,ARC
EMX1,ARC
FOS,ARC
JUN,ARC
KAT7,ARC
KLF10,ARC
KLF11,ARC
KLF3,ARC
MEF2C,ARC
MEIS2,ARC
NEUROD2,ARC
NEUROD6,ARC
NFIA,ARC
NFIB,ARC
NR2E1,ARC
NR4A2,ARC
POU2F1,ARC
POU3F2,ARC
RFX2,ARC
SATB2,ARC
SOX2,ARC
SOX5,ARC
SOX6,ARC
SOX9,ARC
TBR1,ARC
TCF12,ARC
TCF3,ARC
TCF7L1,ARC
TFAP2C,ARC
VEZF1,ARC
ZBTB18,ARC
ZBTB20,ARC
ZNF148,ARC
ZNF219,ARC
ZNF281,ARC
ZNF441,ARC
KLF11,ARF4
RFX2,ARF4
ARX,ARFGEF3
DEAF1,ARFGEF3
JUN,ARFGEF3
PHF21A,ARFGEF3
SOX2,ARFGEF3
SOX5,ARFGEF3
SOX6,ARFGEF3
SOX9,ARFGEF3
TBR1,ARFGEF3
TCF12,ARFGEF3
TCF3,ARFGEF3
ZNF148,ARFGEF3
ZNF281,ARFGEF3
ZNF441,ARFGEF3
SOX6,ARHGAP10
TBR1,ARHGAP10
ZBTB18,ARHGAP10
ARX,ARHGAP15
SOX2,ARHGAP15
ZNF148,ARHGAP15
ZNF219,ARHGAP15
ATF7,ARHGAP21
CTCF,ARHGAP21
EMX1,ARHGAP21
KLF10,ARHGAP21
KLF11,ARHGAP21
KLF3,ARHGAP21
MEF2C,ARHGAP21
MEIS2,ARHGAP21
NEUROD6,ARHGAP21
NFIB,ARHGAP21
NR2E1,ARHGAP21
SATB2,ARHGAP21
SOX2,ARHGAP21
TCF7L1,ARHGAP21
VEZF1,ARHGAP21
ZNF219,ARHGAP21
ZNF281,ARHGAP21
DEAF1,ARHGAP23
KLF3,ARHGAP23
MEF2C,ARHGAP23
POU2F1,ARHGAP23
POU3F2,ARHGAP23
SOX6,ARHGAP23
SOX9,ARHGAP23
TFAP2C,ARHGAP23
VEZF1,ARHGAP23
ZNF219,ARHGAP23
ZNF281,ARHGAP23
ARX,ARHGAP29
ASCL1,ARHGAP29
ATF7,ARHGAP29
BHLHE22,ARHGAP29
CTCF,ARHGAP29
DEAF1,ARHGAP29
E2F1,ARHGAP29
EMX1,ARHGAP29
FOS,ARHGAP29
JUN,ARHGAP29
KAT7,ARHGAP29
KLF10,ARHGAP29
KLF11,ARHGAP29
KLF3,ARHGAP29
MEF2C,ARHGAP29
MEIS2,ARHGAP29
NEUROD2,ARHGAP29
NEUROD6,ARHGAP29
NFIA,ARHGAP29
NFIB,ARHGAP29
NR2E1,ARHGAP29
NR4A2,ARHGAP29
POU2F1,ARHGAP29
POU3F2,ARHGAP29
RFX2,ARHGAP29
SATB2,ARHGAP29
SOX2,ARHGAP29
SOX5,ARHGAP29
SOX6,ARHGAP29
SOX9,ARHGAP29
TBR1,ARHGAP29
TCF3,ARHGAP29
TCF7L1,ARHGAP29
TFAP2C,ARHGAP29
VEZF1,ARHGAP29
ZBTB18,ARHGAP29
ZBTB20,ARHGAP29
ZNF148,ARHGAP29
ZNF219,ARHGAP29
ZNF281,ARHGAP29
ZNF441,ARHGAP29
ARX,ARHGEF10
ASCL1,ARHGEF10
ATF7,ARHGEF10
BHLHE22,ARHGEF10
CTCF,ARHGEF10
E2F1,ARHGEF10
EMX1,ARHGEF10
KLF10,ARHGEF10
KLF11,ARHGEF10
MEF2C,ARHGEF10
NEUROD6,ARHGEF10
NFIA,ARHGEF10
NFIB,ARHGEF10
NR2E1,ARHGEF10
NR4A2,ARHGEF10
POU2F1,ARHGEF10
POU3F2,ARHGEF10
RFX2,ARHGEF10
SOX2,ARHGEF10
SOX9,ARHGEF10
TBR1,ARHGEF10
TCF3,ARHGEF10
TCF7L1,ARHGEF10
TFAP2C,ARHGEF10
VEZF1,ARHGEF10
ZBTB18,ARHGEF10
ZBTB20,ARHGEF10
ZNF148,ARHGEF10
ZNF219,ARHGEF10
ZNF441,ARHGEF10
E2F1,ARHGEF39
JUN,ARHGEF39
NR2E1,ARHGEF39
SOX9,ARHGEF39
ARX,ARHGEF6
ASCL1,ARHGEF6
ATF7,ARHGEF6
BHLHE22,ARHGEF6
CTCF,ARHGEF6
DEAF1,ARHGEF6
E2F1,ARHGEF6
EMX1,ARHGEF6
FOS,ARHGEF6
JUN,ARHGEF6
KAT7,ARHGEF6
KLF10,ARHGEF6
KLF11,ARHGEF6
KLF3,ARHGEF6
MEF2C,ARHGEF6
MEIS2,ARHGEF6
NEUROD2,ARHGEF6
NEUROD6,ARHGEF6
NFIB,ARHGEF6
NR2E1,ARHGEF6
NR4A2,ARHGEF6
POU2F1,ARHGEF6
POU3F2,ARHGEF6
RFX2,ARHGEF6
SOX5,ARHGEF6
TBR1,ARHGEF6
TCF7L1,ARHGEF6
TFAP2C,ARHGEF6
VEZF1,ARHGEF6
ZBTB18,ARHGEF6
ZBTB20,ARHGEF6
ZNF148,ARHGEF6
ZNF219,ARHGEF6
ZNF281,ARHGEF6
ZNF441,ARHGEF6
ARX,ARID1A
NR2E1,ARID1A
SOX2,ARID1A
SOX9,ARID1A
ZNF148,ARID1A
ZNF219,ARID1A
ARX,ARID1B
KLF11,ARID1B
SOX6,ARID1B
SOX9,ARID1B
TCF3,ARID1B
ZNF219,ARID1B
ZNF281,ARID1B
BHLHE22,ARID3A
KLF3,ARID3A
POU2F1,ARID3A
ZNF148,ARID3A
ZNF281,ARID3A
RFX2,ARID4A
ASCL1,ARID5B
ATF7,ARID5B
BHLHE22,ARID5B
CTCF,ARID5B
DEAF1,ARID5B
EMX1,ARID5B
JUN,ARID5B
KAT7,ARID5B
KLF10,ARID5B
KLF11,ARID5B
KLF3,ARID5B
MEF2C,ARID5B
MEIS2,ARID5B
NEUROD6,ARID5B
NFIA,ARID5B
NFIB,ARID5B
NR2E1,ARID5B
NR4A2,ARID5B
POU2F1,ARID5B
POU3F2,ARID5B
RFX2,ARID5B
SATB2,ARID5B
SOX5,ARID5B
SOX6,ARID5B
SOX9,ARID5B
TBR1,ARID5B
TCF3,ARID5B
TCF7L1,ARID5B
TFAP2C,ARID5B
VEZF1,ARID5B
ZBTB18,ARID5B
ZBTB20,ARID5B
ZNF148,ARID5B
ZNF281,ARID5B
ZNF441,ARID5B
ARX,ARL4A
ATF7,ARL4A
BHLHE22,ARL4A
DEAF1,ARL4A
EMX1,ARL4A
JUN,ARL4A
KLF10,ARL4A
KLF11,ARL4A
KLF3,ARL4A
MEF2C,ARL4A
MEIS2,ARL4A
NEUROD2,ARL4A
NEUROD6,ARL4A
NFIA,ARL4A
NR2E1,ARL4A
NR4A2,ARL4A
PHF21A,ARL4A
POU2F1,ARL4A
POU3F2,ARL4A
RFX2,ARL4A
SATB2,ARL4A
SOX2,ARL4A
SOX5,ARL4A
SOX6,ARL4A
SOX9,ARL4A
TBR1,ARL4A
TCF12,ARL4A
TCF7L1,ARL4A
TFAP2C,ARL4A
VEZF1,ARL4A
ZBTB18,ARL4A
ZBTB20,ARL4A
ZNF148,ARL4A
ZNF219,ARL4A
ZNF441,ARL4A
SOX6,ARL4C
SOX9,ARL4C
ZNF219,ARL4C
NFIA,ARL4D
NR2E1,ARL4D
TBR1,ARL4D
ZNF148,ARL4D
ZNF219,ARL4D
ZNF441,ARL4D
BHLHE22,ARMCX2
KLF10,ARMCX2
NR2E1,ARMCX2
VEZF1,ARMCX2
ZBTB18,ARMCX2
ZNF148,ARMCX2
ZNF219,ARMCX2
ATF7,ARMCX3
KLF3,ARMCX3
ARX,ARMT1
ATF7,ARMT1
JUN,ARMT1
KAT7,ARMT1
KLF11,ARMT1
KLF3,ARMT1
MEIS2,ARMT1
POU3F1,ARMT1
RFX2,ARMT1
SOX6,ARMT1
SOX9,ARMT1
TCF3,ARMT1
TCF7L1,ARMT1
VEZF1,ARMT1
ZNF148,ARMT1
ARX,ARNT2
ATF7,ARNT2
BHLHE22,ARNT2
CTCF,ARNT2
DEAF1,ARNT2
E2F1,ARNT2
EMX1,ARNT2
FOS,ARNT2
JUN,ARNT2
KAT7,ARNT2
KLF10,ARNT2
KLF11,ARNT2
KLF3,ARNT2
MEF2C,ARNT2
MEIS2,ARNT2
NEUROD2,ARNT2
NEUROD6,ARNT2
NFIA,ARNT2
NFIB,ARNT2
NR2E1,ARNT2
NR4A2,ARNT2
PHF21A,ARNT2
POU2F1,ARNT2
POU3F2,ARNT2
RFX2,ARNT2
SATB2,ARNT2
SOX2,ARNT2
SOX5,ARNT2
SOX6,ARNT2
SOX9,ARNT2
TBR1,ARNT2
TCF3,ARNT2
TCF7L1,ARNT2
TFAP2C,ARNT2
VEZF1,ARNT2
ZBTB18,ARNT2
ZBTB20,ARNT2
ZNF148,ARNT2
ZNF219,ARNT2
ZNF281,ARNT2
E2F1,ARPP21
KLF10,ARPP21
MEF2C,ARPP21
NEUROD2,ARPP21
SOX5,ARPP21
SOX6,ARPP21
TCF12,ARPP21
VEZF1,ARPP21
ZBTB18,ARPP21
ZNF281,ARPP21
NEUROD6,ARRDC3
SOX9,ARRDC3
ARX,ARX
KLF11,ARX
NR2E1,ARX
SOX2,ARX
SOX6,ARX
ARX,ASCC3
ASCL1,ASCC3
ATF7,ASCC3
BHLHE22,ASCC3
CTCF,ASCC3
DEAF1,ASCC3
FOS,ASCC3
KAT7,ASCC3
KLF10,ASCC3
KLF11,ASCC3
KLF3,ASCC3
MEF2C,ASCC3
MEIS2,ASCC3
NEUROD2,ASCC3
NEUROD6,ASCC3
NFIA,ASCC3
NFIB,ASCC3
NR2E1,ASCC3
NR4A2,ASCC3
POU2F1,ASCC3
RFX2,ASCC3
SATB2,ASCC3
SOX2,ASCC3
SOX5,ASCC3
SOX9,ASCC3
TCF7L1,ASCC3
TFAP2C,ASCC3
VEZF1,ASCC3
ZBTB18,ASCC3
ZBTB20,ASCC3
ZNF148,ASCC3
ZNF219,ASCC3
ZNF281,ASCC3
ZNF441,ASCC3
ARX,ASCL1
ASCL1,ASCL1
NR2E1,ASCL1
SOX2,ASCL1
TCF12,ASCL1
ZNF219,ASCL1
ARX,ASF1B
ASCL1,ASF1B
DEAF1,ASF1B
E2F1,ASF1B
JUN,ASF1B
KLF11,ASF1B
MEF2C,ASF1B
NEUROD2,ASF1B
NFIA,ASF1B
NFIB,ASF1B
NR2E1,ASF1B
POU2F1,ASF1B
RFX2,ASF1B
SOX2,ASF1B
SOX9,ASF1B
TBR1,ASF1B
TCF7L1,ASF1B
VEZF1,ASF1B
ZNF148,ASF1B
ZNF219,ASF1B
ZNF441,ASF1B
ASCL1,ASIC4
NR2E1,ASIC4
SOX2,ASIC4
ARX,ASMTL
ATF7,ASMTL
BHLHE22,ASMTL
E2F1,ASMTL
NFIA,ASMTL
NR2E1,ASMTL
TBR1,ASMTL
TCF3,ASMTL
TCF7L1,ASMTL
VEZF1,ASMTL
ZNF148,ASMTL
ZNF219,ASMTL
ZNF441,ASMTL
ARX,ASPH
ATF7,ASPH
BHLHE22,ASPH
DEAF1,ASPH
E2F1,ASPH
JUN,ASPH
KLF10,ASPH
KLF11,ASPH
KLF3,ASPH
MEF2C,ASPH
MEIS2,ASPH
NEUROD6,ASPH
NFIA,ASPH
NR2E1,ASPH
PHF21A,ASPH
POU2F1,ASPH
RFX2,ASPH
SOX2,ASPH
SOX6,ASPH
SOX9,ASPH
TCF7L1,ASPH
TFAP2C,ASPH
VEZF1,ASPH
ZBTB18,ASPH
ZNF148,ASPH
ZNF219,ASPH
ZNF441,ASPH
ARX,ASPM
E2F1,ASPM
JUN,ASPM
MEIS2,ASPM
NEUROD2,ASPM
NR2E1,ASPM
SOX2,ASPM
SOX9,ASPM
TCF7L1,ASPM
VEZF1,ASPM
ZNF219,ASPM
NR2E1,ASPN
ZNF148,ASPN
ZNF219,ASPN
KAT7,ASS1
ZNF148,ASS1
ARX,ATAD2
CTCF,ATAD2
DEAF1,ATAD2
NEUROD2,ATAD2
NR2E1,ATAD2
RFX2,ATAD2
SOX2,ATAD2
SOX9,ATAD2
ZNF148,ATAD2
ZNF219,ATAD2
DEAF1,ATCAY
E2F1,ATCAY
ARX,ATF4
ATF7,ATF4
CTCF,ATF4
DEAF1,ATF4
FOS,ATF4
KLF11,ATF4
KLF3,ATF4
MEIS2,ATF4
NFIA,ATF4
NR2E1,ATF4
NR4A2,ATF4
POU2F1,ATF4
POU3F1,ATF4
POU3F2,ATF4
RFX2,ATF4
SATB2,ATF4
SOX2,ATF4
SOX9,ATF4
TCF7L1,ATF4
TFAP2C,ATF4
VEZF1,ATF4
ZBTB18,ATF4
ZBTB20,ATF4
ZNF148,ATF4
ZNF219,ATF4
SATB2,ATF5
ZNF281,ATF5
ARX,ATP1A2
ASCL1,ATP1A2
ATF7,ATP1A2
BHLHE22,ATP1A2
CTCF,ATP1A2
DEAF1,ATP1A2
E2F1,ATP1A2
EMX1,ATP1A2
FOS,ATP1A2
JUN,ATP1A2
KAT7,ATP1A2
KLF10,ATP1A2
KLF11,ATP1A2
KLF3,ATP1A2
MEF2C,ATP1A2
MEIS2,ATP1A2
NEUROD2,ATP1A2
NEUROD6,ATP1A2
NFIA,ATP1A2
NFIB,ATP1A2
NR2E1,ATP1A2
NR4A2,ATP1A2
PHF21A,ATP1A2
POU2F1,ATP1A2
POU3F2,ATP1A2
RFX2,ATP1A2
SATB2,ATP1A2
SOX5,ATP1A2
SOX6,ATP1A2
SOX9,ATP1A2
TBR1,ATP1A2
TCF12,ATP1A2
TCF3,ATP1A2
TCF7L1,ATP1A2
TFAP2C,ATP1A2
VEZF1,ATP1A2
ZBTB18,ATP1A2
ZBTB20,ATP1A2
ZNF148,ATP1A2
ZNF219,ATP1A2
ZNF281,ATP1A2
ZNF441,ATP1A2
KAT7,ATP1A3
ZNF219,ATP1A3
ZNF441,ATP1A3
ARX,ATP2B1
ASCL1,ATP2B1
ATF7,ATP2B1
BHLHE22,ATP2B1
CTCF,ATP2B1
DEAF1,ATP2B1
E2F1,ATP2B1
EMX1,ATP2B1
FOS,ATP2B1
JUN,ATP2B1
KAT7,ATP2B1
KLF10,ATP2B1
KLF11,ATP2B1
KLF3,ATP2B1
MEF2C,ATP2B1
MEIS2,ATP2B1
NEUROD2,ATP2B1
NEUROD6,ATP2B1
NFIA,ATP2B1
NFIB,ATP2B1
NR2E1,ATP2B1
NR4A2,ATP2B1
PHF21A,ATP2B1
POU2F1,ATP2B1
POU3F1,ATP2B1
POU3F2,ATP2B1
RFX2,ATP2B1
SATB2,ATP2B1
SOX2,ATP2B1
SOX5,ATP2B1
SOX6,ATP2B1
SOX9,ATP2B1
TBR1,ATP2B1
TCF12,ATP2B1
TCF3,ATP2B1
TCF7L1,ATP2B1
TFAP2C,ATP2B1
VEZF1,ATP2B1
ZBTB18,ATP2B1
ZBTB20,ATP2B1
ZNF148,ATP2B1
ZNF219,ATP2B1
ZNF281,ATP2B1
ZNF441,ATP2B1
BHLHE22,ATP6AP2
CTCF,ATP6AP2
DEAF1,ATP6AP2
EMX1,ATP6AP2
JUN,ATP6AP2
KAT7,ATP6AP2
KLF10,ATP6AP2
KLF11,ATP6AP2
KLF3,ATP6AP2
MEF2C,ATP6AP2
NEUROD6,ATP6AP2
NFIB,ATP6AP2
NR2E1,ATP6AP2
NR4A2,ATP6AP2
POU2F1,ATP6AP2
POU3F2,ATP6AP2
RFX2,ATP6AP2
SATB2,ATP6AP2
SOX5,ATP6AP2
SOX6,ATP6AP2
TBR1,ATP6AP2
TCF7L1,ATP6AP2
TFAP2C,ATP6AP2
VEZF1,ATP6AP2
ZBTB18,ATP6AP2
ZBTB20,ATP6AP2
ZNF148,ATP6AP2
ZNF219,ATP6AP2
ZNF281,ATP6AP2
ZNF441,ATP6AP2
ARX,AURKA
BHLHE22,AURKA
E2F1,AURKA
EMX1,AURKA
JUN,AURKA
KLF11,AURKA
MEF2C,AURKA
MEIS2,AURKA
NEUROD2,AURKA
NFIA,AURKA
NFIB,AURKA
NR2E1,AURKA
RFX2,AURKA
SOX2,AURKA
SOX5,AURKA
SOX9,AURKA
TCF7L1,AURKA
VEZF1,AURKA
ZNF219,AURKA
ZNF281,AURKA
ARX,AURKB
E2F1,AURKB
MEF2C,AURKB
MEIS2,AURKB
NR2E1,AURKB
SOX2,AURKB
SOX9,AURKB
TBR1,AURKB
TCF7L1,AURKB
ZNF219,AURKB
MEF2C,AXIN2
SATB2,AZIN1
ARX,B2M
ASCL1,B2M
ATF7,B2M
BHLHE22,B2M
CTCF,B2M
DEAF1,B2M
E2F1,B2M
EMX1,B2M
FOS,B2M
JUN,B2M
KAT7,B2M
KLF10,B2M
KLF11,B2M
KLF3,B2M
MEF2C,B2M
MEIS2,B2M
NEUROD2,B2M
NEUROD6,B2M
NFIA,B2M
NFIB,B2M
NR2E1,B2M
NR4A2,B2M
POU2F1,B2M
POU3F2,B2M
RFX2,B2M
SATB2,B2M
SOX2,B2M
SOX5,B2M
SOX6,B2M
SOX9,B2M
TBR1,B2M
TCF3,B2M
TCF7L1,B2M
TFAP2C,B2M
VEZF1,B2M
ZBTB18,B2M
ZBTB20,B2M
ZNF148,B2M
ZNF219,B2M
ZNF281,B2M
ZNF441,B2M
ARX,B3GNT2
ATF7,B3GNT2
DEAF1,B3GNT2
E2F1,B3GNT2
EMX1,B3GNT2
FOS,B3GNT2
KLF10,B3GNT2
KLF3,B3GNT2
MEF2C,B3GNT2
MEIS2,B3GNT2
NFIB,B3GNT2
NR4A2,B3GNT2
POU2F1,B3GNT2
POU3F2,B3GNT2
RFX2,B3GNT2
SOX5,B3GNT2
SOX6,B3GNT2
TBR1,B3GNT2
TCF7L1,B3GNT2
VEZF1,B3GNT2
ZBTB18,B3GNT2
ZBTB20,B3GNT2
ZNF219,B3GNT2
ZNF281,B3GNT2
ARX,BAALC
ASCL1,BAALC
ATF7,BAALC
BHLHE22,BAALC
CTCF,BAALC
DEAF1,BAALC
E2F1,BAALC
EMX1,BAALC
FOS,BAALC
JUN,BAALC
KAT7,BAALC
KLF10,BAALC
KLF11,BAALC
KLF3,BAALC
MEF2C,BAALC
MEIS2,BAALC
NEUROD2,BAALC
NEUROD6,BAALC
NFIA,BAALC
NFIB,BAALC
NR2E1,BAALC
NR4A2,BAALC
PHF21A,BAALC
POU2F1,BAALC
POU3F1,BAALC
POU3F2,BAALC
RFX2,BAALC
SATB2,BAALC
SOX2,BAALC
SOX5,BAALC
SOX6,BAALC
SOX9,BAALC
TBR1,BAALC
TCF12,BAALC
TCF3,BAALC
TCF7L1,BAALC
TFAP2C,BAALC
VEZF1,BAALC
ZBTB18,BAALC
ZBTB20,BAALC
ZNF148,BAALC
ZNF219,BAALC
ZNF281,BAALC
ZNF441,BAALC
ARX,BACH2
CTCF,BACH2
KLF11,BACH2
TBR1,BACH2
ZNF148,BACH2
ZNF219,BACH2
PHF21A,BAMBI
ARX,BAX
ASCL1,BAX
ATF7,BAX
BHLHE22,BAX
CTCF,BAX
DEAF1,BAX
E2F1,BAX
EMX1,BAX
FOS,BAX
JUN,BAX
KAT7,BAX
KLF10,BAX
KLF11,BAX
KLF3,BAX
MEF2C,BAX
MEIS2,BAX
NEUROD2,BAX
NEUROD6,BAX
NFIA,BAX
NFIB,BAX
NR2E1,BAX
NR4A2,BAX
POU2F1,BAX
POU3F2,BAX
RFX2,BAX
SATB2,BAX
SOX2,BAX
SOX5,BAX
SOX6,BAX
SOX9,BAX
TBR1,BAX
TCF3,BAX
TCF7L1,BAX
TFAP2C,BAX
VEZF1,BAX
ZBTB18,BAX
ZBTB20,BAX
ZNF148,BAX
ZNF219,BAX
ZNF281,BAX
ZNF441,BAX
ARX,BAZ1A
ZNF148,BAZ1A
ARX,BAZ2B
KLF11,BAZ2B
MEF2C,BAZ2B
MEIS2,BAZ2B
NR2E1,BAZ2B
SATB2,BAZ2B
SOX2,BAZ2B
SOX9,BAZ2B
ZNF148,BAZ2B
PHF21A,BBC3
ARX,BBOX1
BHLHE22,BBOX1
JUN,BBOX1
NFIB,BBOX1
TCF7L1,BBOX1
ZNF219,BBOX1
ARX,BBX
ATF7,BBX
JUN,BBX
KLF11,BBX
KLF3,BBX
MEIS2,BBX
NEUROD6,BBX
NFIA,BBX
NR2E1,BBX
NR4A2,BBX
POU2F1,BBX
RFX2,BBX
SOX6,BBX
SOX9,BBX
VEZF1,BBX
ZNF148,BBX
ZNF219,BBX
ARX,BCAN
ATF7,BCAN
BHLHE22,BCAN
CTCF,BCAN
DEAF1,BCAN
E2F1,BCAN
EMX1,BCAN
FOS,BCAN
JUN,BCAN
KAT7,BCAN
KLF10,BCAN
KLF3,BCAN
MEF2C,BCAN
NEUROD6,BCAN
NFIA,BCAN
NFIB,BCAN
NR2E1,BCAN
NR4A2,BCAN
PHF21A,BCAN
POU2F1,BCAN
POU3F2,BCAN
RFX2,BCAN
SATB2,BCAN
SOX5,BCAN
SOX6,BCAN
SOX9,BCAN
TBR1,BCAN
TCF3,BCAN
TCF7L1,BCAN
TFAP2C,BCAN
VEZF1,BCAN
ZBTB18,BCAN
ZBTB20,BCAN
ZNF148,BCAN
ZNF219,BCAN
ZNF441,BCAN
ARX,BCAP31
ASCL1,BCAP31
ATF7,BCAP31
BHLHE22,BCAP31
CTCF,BCAP31
DEAF1,BCAP31
E2F1,BCAP31
EMX1,BCAP31
FOS,BCAP31
JUN,BCAP31
KAT7,BCAP31
KLF10,BCAP31
KLF3,BCAP31
MEF2C,BCAP31
MEIS2,BCAP31
NFIA,BCAP31
NFIB,BCAP31
NR2E1,BCAP31
NR4A2,BCAP31
POU2F1,BCAP31
POU3F1,BCAP31
POU3F2,BCAP31
RFX2,BCAP31
SATB2,BCAP31
SOX2,BCAP31
SOX5,BCAP31
SOX6,BCAP31
SOX9,BCAP31
TBR1,BCAP31
TCF3,BCAP31
TCF7L1,BCAP31
TFAP2C,BCAP31
VEZF1,BCAP31
ZBTB18,BCAP31
ZBTB20,BCAP31
ZNF219,BCAP31
ZNF281,BCAP31
ZNF441,BCAP31
ARX,BCHE
ATF7,BCHE
BHLHE22,BCHE
DEAF1,BCHE
JUN,BCHE
KAT7,BCHE
KLF10,BCHE
KLF3,BCHE
MEF2C,BCHE
NEUROD2,BCHE
NFIA,BCHE
NR2E1,BCHE
POU2F1,BCHE
POU3F1,BCHE
RFX2,BCHE
SOX2,BCHE
SOX6,BCHE
SOX9,BCHE
TCF3,BCHE
TCF7L1,BCHE
TFAP2C,BCHE
ZBTB18,BCHE
ZBTB20,BCHE
ZNF441,BCHE
ZNF219,BCL11A
SOX9,BCL11B
ARX,BCL2L11
ASCL1,BCL2L11
ATF7,BCL2L11
BHLHE22,BCL2L11
FOS,BCL2L11
JUN,BCL2L11
KLF10,BCL2L11
KLF11,BCL2L11
KLF3,BCL2L11
MEIS2,BCL2L11
NEUROD2,BCL2L11
NEUROD6,BCL2L11
NFIB,BCL2L11
NR2E1,BCL2L11
NR4A2,BCL2L11
POU2F1,BCL2L11
POU3F2,BCL2L11
RFX2,BCL2L11
SOX5,BCL2L11
TBR1,BCL2L11
TCF12,BCL2L11
TCF7L1,BCL2L11
TFAP2C,BCL2L11
ZBTB18,BCL2L11
ZBTB20,BCL2L11
ZNF148,BCL2L11
ZNF219,BCL2L11
CTCF,BCL6
E2F1,BCL6
MEIS2,BCL6
NR2E1,BCL6
TBR1,BCL6
SOX9,BCOR
BHLHE22,BDNF
DEAF1,BDNF
E2F1,BDNF
KLF10,BDNF
KLF3,BDNF
NEUROD6,BDNF
NFIA,BDNF
NFIB,BDNF
POU2F1,BDNF
RFX2,BDNF
SOX2,BDNF
SOX5,BDNF
SOX6,BDNF
TBR1,BDNF
TCF7L1,BDNF
TFAP2C,BDNF
VEZF1,BDNF
ZBTB18,BDNF
ZNF219,BDNF
ZNF281,BDNF
ZNF441,BDNF
ARX,BEND4
ASCL1,BEND4
DEAF1,BEND4
KLF10,BEND4
KLF11,BEND4
KLF3,BEND4
RFX2,BEND4
TFAP2C,BEND4
ZNF219,BEND4
ARX,BEX1
DEAF1,BEX1
E2F1,BEX1
FOS,BEX1
KLF10,BEX1
MEIS2,BEX1
NFIA,BEX1
NR2E1,BEX1
SATB2,BEX1
ZBTB18,BEX1
ZNF441,BEX1
ARX,BEX2
ASCL1,BEX2
E2F1,BEX2
NR2E1,BEX2
VEZF1,BEX2
ZNF219,BEX2
KLF11,BEX4
MEF2C,BEX4
NEUROD6,BEX4
RFX2,BEX4
TFAP2C,BEX4
VEZF1,BEX4
ARX,BHLHE22
ASCL1,BHLHE22
ATF7,BHLHE22
BHLHE22,BHLHE22
CTCF,BHLHE22
DEAF1,BHLHE22
E2F1,BHLHE22
EMX1,BHLHE22
FOS,BHLHE22
JUN,BHLHE22
KLF10,BHLHE22
MEF2C,BHLHE22
